id,name,description,short_description,category,sub_category,grade,star,sprite,sprite_product,order,enchant_level,enchant_point,max_stack,option,option_client_only,price,sell_price,cash,ladder_point,boss_point,crusade_point,arena_point,worth,disabled,buff,set_id,item_info,model,hero_limit,model_level,max_socket,level_limit,rank_limit,hero_grade_limit,hero_level_limit,invasion_point
gauntlet_5,전설의 장갑,영웅을 넘어서 전설이 된 남자가 사용했던 장갑입니다,,weapon,gauntlet,unique,5,gauntlet_5,,,5,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
gauntlet_6,신화의 장갑,전설을 넘어 신화의 주인공이 된 남자가 사용했던 장갑입니다,,weapon,gauntlet,hero,6,gauntlet_6,,,6,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
gauntlet_7,치우의 장갑,신 중의 신이라고 불리우는 치우가 사용했던 장갑입니다,,weapon,gauntlet,legend,7,gauntlet_7,,,7,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
spear_1,백원의 창,아미파의 백원 검법을 창시한 백원이 인간에게 내려준 창이라고 합니다,,weapon,spear,trash,1,spear_1,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
spear_2,청랑의 창,푸른 늑대의 혼이 담긴 창이라고 합니다,,weapon,spear,normal,2,spear_2,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
spear_3,기린의 창,신수 기린의 힘이 담긴 영험한 창이라고 합니다,,weapon,spear,magic,3,spear_3,,,3,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
spear_4,사자의 창,백수의 왕 사자의 기를 담아 만들어진 창이라고 합니다,,weapon,spear,rare,4,spear_4,,,4,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
spear_5,대붕의 창,대붕의 뼈로 만들고 깃털로 장식한 창이라고 합니다,,weapon,spear,unique,5,spear_5,,,5,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
spear_6,비호의 사모,비호의 발톱을 갈아 날을 세우고 뼈를 담금질해 만든 사모라고 합니다,,weapon,spear,hero,6,spear_6,,,6,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
spear_7,천룡의 창,"천룡의 이빨로 날을, 비늘로 장식을, 뼈로 봉을 삼아 만든 창이라고합니다",,weapon,spear,legend,7,spear_7,,,7,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
dual_1,강력한 쌍부,강력하고 파괴적인 힘을 담은 한 쌍의 작은 도끼입니다,,weapon,dual,trash,1,dual_1,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
dual_2,파괴의 건곤권,권에 월아를 달아 파괴력을 높힌 건곤권입니다,,weapon,dual,normal,2,dual_2,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
dual_3,폭풍의 만곡도,만곡도를 사용한 연확 공격이 폭풍같다고 하여 폭풍의 만곡도라고 부릅니다,,weapon,dual,magic,3,dual_3,,,3,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
dual_4,뇌우의 쌍월,비와 번개의 힘을 각각 담아서 만들어 졌다는 한 쌍의 작은 도끼입니다,,weapon,dual,rare,4,dual_4,,,4,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
dual_5,벽력의 권,벽력의 기운을 담아 던지면 모든 것을 파괴한다는 투척무기 권입니다,,weapon,dual,unique,5,dual_5,,,5,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
dual_6,붕괴의 철퇴,강력한 일격을 담아 부딫히는 모든 것을 붕괴시킨다는 철퇴입니다,,weapon,dual,hero,6,dual_6,,,6,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
dual_7,암흑의 묵철퇴,이 세상에서 가장 무겁다는 통짜 묵철로 만들어진 철퇴입니다,,weapon,dual,legend,7,dual_7,,,7,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
sword_1,전투의 고검,오랜 전투를 견딘 믿을만한 검입니다,,weapon,sword,trash,1,sword_1,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
sword_2,전쟁의 명검,많은 전투를 이겨낸 이름있는 검입니다,,weapon,sword,normal,2,sword_2,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
sword_3,신비의 기검,신비한 힘을 가진 기이한 검입니다,,weapon,sword,magic,3,sword_3,,,3,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
sword_4,저주의 마검,저주스럽도록 강한 능력을 가진 악마의 검이라고 불립니다,,weapon,sword,rare,4,sword_4,,,4,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
sword_5,정복의 패검,정복자의 상징으로 한 번도 패배하지 않은 패왕의 검입니다,,weapon,sword,unique,5,sword_5,,,5,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
sword_6,천하의 신검,천하에 겨룰 것이 없는 신이 내린 검입니다,,weapon,sword,hero,6,sword_6,,,6,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
sword_7,천외의 성검,하늘 밖에 하늘이라고 불리는 성스러운 검입니다,,weapon,sword,legend,7,sword_7,,,7,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
bow_1,한족의 대궁,중국의 한 족들이 사용하던 큰 활입니다,,weapon,bow,trash,1,bow_1,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
bow_2,강족의 철궁,강족들이 사용하던 철로 된 활입니다,,weapon,bow,normal,2,bow_2,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
bow_3,흉노의 기궁,흉노 족들이 사용하던 기괴한 활입니다,,weapon,bow,magic,3,bow_3,,,3,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
bow_4,남만의 만궁,남만에서 난 비밀의 재료로 만들어진 탄력이 강한 활입니다,,weapon,bow,rare,4,bow_4,,,4,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
bow_5,부여의 각궁,부여족들이 사용하던 물소 뿔로 만들어진 초기 복합궁입니다,,weapon,bow,unique,5,bow_5,,,5,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
bow_6,동이의 맥궁,동이족들이 사용하던 여러가지 재료로 만들어진 복합궁입니다,,weapon,bow,hero,6,bow_6,,,6,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
bow_7,후예의 비궁,후예가 9개의 태양을 쏠 때 사용한 신화 속의 활입니다,,weapon,bow,legend,7,bow_7,,,7,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
crossbow_1,야장의 연노,전장의 야장이 정성을 다해 만든 연노입니다,,weapon,crossbow,trash,1,crossbow_1,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
crossbow_2,장인의 연노,장인의 손으로 만든 수제 연노입니다,,weapon,crossbow,normal,2,crossbow_2,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
crossbow_3,명장의 연노,명장의 반열에 든 전장의 장인이 만든 연노입니다,,weapon,crossbow,magic,3,crossbow_3,,,3,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
crossbow_4,막야의 연노,전설의 명장 막야가 만든 연노입니다,,weapon,crossbow,rare,4,crossbow_4,,,4,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
crossbow_5,간장의 연노,막야의 남편이자 다른 전설의 명장인 간장이 만든 연노입니다,,weapon,crossbow,unique,5,crossbow_5,,,5,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
crossbow_6,구야자의 연노,야장의 비조라는 구야자가 만든 연노입니다,,weapon,crossbow,hero,6,crossbow_6,,,6,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
crossbow_7,화덕진군의 연노,불의 신 화덕진군이 만들었다는 연노입니다,,weapon,crossbow,legend,7,crossbow_7,,,7,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
staff_1,서생의 지팡이,공부를 하고 있는 서생들이 들고 다니는 지팡이입니다,,weapon,staff,trash,1,staff_1,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
staff_2,학사의 채찍,더욱 공부를 하기 많이하기 위해 자신을 채찍질하기 위해 받은 채찍입니다,,weapon,staff,normal,2,staff_2,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
staff_3,학자의 우산,학자로 이름난 자들이 들고다니는 우산입니다,,weapon,staff,magic,3,staff_3,,,3,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
staff_4,도사의 흘,학문에 뜻을 이루어 도의 길로 든 도사들이 들고 다니는 흘입니다,,weapon,staff,rare,4,staff_4,,,4,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
staff_5,선자의 지팡이,도사로써 깨달음을 얻은 이들이 들고 다니는 지팡이입니다,,weapon,staff,unique,5,staff_5,,,5,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
staff_6,선인의 용장,선자 중에서 뛰어난 사람만이 얻을 수 있다는 지팡이입니다,,weapon,staff,hero,6,staff_6,,,6,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
staff_7,신선의 선장,선계로 등선한 선인들이 쓰던 지팡이입니다,,weapon,staff,legend,7,staff_7,,,7,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
instrument_1,취음의 소고,취음이라는 음악의 고수가 사용하던 작은 북입니다,,weapon,instrument,trash,1,instrument_1,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
instrument_2,시선의 대고,시의 신선이라고 불리던 사람이 쓰던 큰 북입니다,,weapon,instrument,normal,2,instrument_2,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
instrument_3,폐월의 비파,너무 아름다워서 달이 숨었다는 미녀가 쓰던 비파입니다,,weapon,instrument,magic,3,instrument_3,,,3,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
instrument_4,침어의 호금,아름다움에 취한 물고기가 빠졌다는 미녀가 쓰던 비파입니다,,weapon,instrument,rare,4,instrument_4,,,4,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
instrument_5,낙안의 고금,하늘을 날던 기러기가 미모를 보고 떨어졌다는 미인이 쓰던 칠현금입니다,,weapon,instrument,unique,5,instrument_5,,,5,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
instrument_6,수화의 호로사,아름다움에 진 꽃이 스스로 져버렸다던 미녀가 쓰던 호로사입니다,,weapon,instrument,hero,6,instrument_6,,,6,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
instrument_7,항아의 완,가장 아름다운 미의 여신이 연주하던 완입니다,,weapon,instrument,legend,7,instrument_7,,,7,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
fan_1,계략의 부채,수많은 계략을 내던 참모의 얼굴을 가리던 부채입니다,,weapon,fan,trash,1,fan_1,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
fan_2,책략의 부채,수많은 책략을 사용한 책사의 고뇌를 같이한 부채입니다,,weapon,fan,normal,2,fan_2,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
fan_3,기계의 부채,기묘한 전술을 짜던 군사의 비법이 숨겨진 부채입니다,,weapon,fan,magic,3,fan_3,,,3,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
fan_4,묘계의 부채,묘환의 전략을 짜 낸 전략가의 기운이 담긴 부채입니다 ,,weapon,fan,rare,4,fan_4,,,4,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
fan_5,환계의 부채,환상의 기책을 만들어 낸 선인의 부채입니다,,weapon,fan,unique,5,fan_5,,,5,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
fan_6,신산의 부채,모든 계산을 완벽하게 하고 모를 것이 없다던 신산의 부채입니다,,weapon,fan,hero,6,fan_6,,,6,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
fan_7,신계의 부채,신의 한수를 만들어 낸 최고의 전략가라 불린 인물의 부채입니다,,weapon,fan,legend,7,fan_7,,,7,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
heavy_armor_1,야수의 갑옷,인간이되 인간 같지 않은 능력을 쥔 야수의 기운이 담긴 흉갑입니다,,armor,heavy_armor,trash,1,heavy_armor_1,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
heavy_armor_2,철인의 갑옷,무너지지 않는 철인이라고 불리우는 사내들의 기운이 담긴 갑옷입니다,,armor,heavy_armor,normal,2,heavy_armor_2,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
heavy_armor_3,초인의 갑옷,인간을 초월한 존재라고 불려지는 존재들의 기운이 담긴 갑옷입니다,,armor,heavy_armor,magic,3,heavy_armor_3,,,3,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
heavy_armor_4,영웅의 갑옷,만인의 추앙을 받는 영웅의 기운이 담긴 갑옷입니다,,armor,heavy_armor,rare,4,heavy_armor_4,,,4,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
heavy_armor_5,전설의 갑옷,영웅을 넘어서 전설이 된 남자의 기운이 담긴 갑옷입니다,,armor,heavy_armor,unique,5,heavy_armor_5,,,5,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
heavy_armor_6,신화의 갑옷,전설을 넘어 신화의 주인공이 된 남자의 기운이 담긴 갑옷입니다,,armor,heavy_armor,hero,6,heavy_armor_6,,,6,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
heavy_armor_7,치우의 갑옷,신 중의 신이라고 불리우는 치우의 기운이 담긴 갑옷입니다,,armor,heavy_armor,legend,7,heavy_armor_7,,,7,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
heavy_helmet_1,야수의 투구,본능적으로 위험을 감지할 수 있는 야수의 기운이 담긴 투구입니다,,helmet,heavy_helmet,trash,1,heavy_helmet_1,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
heavy_helmet_2,철인의 투구,신념을 지키는 의지를 담은 철인의 기운이 담긴 투구입니다,,helmet,heavy_helmet,normal,2,heavy_helmet_2,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
heavy_helmet_3,초인의 투구,인간을 초월한 능력을 담은 투구입니다,,helmet,heavy_helmet,magic,3,heavy_helmet_3,,,3,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
heavy_helmet_4,영웅의 투구,만인의 추앙을 받는 영웅의 기운이 담긴 투구입니다,,helmet,heavy_helmet,rare,4,heavy_helmet_4,,,4,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
heavy_helmet_5,전설의 투구,전설적인 영웅의 신념이 담긴 담긴 투구입니다,,helmet,heavy_helmet,unique,5,heavy_helmet_5,,,5,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
heavy_helmet_6,신화의 투구,전설을 넘어 신화의 주인공이 된 남자의 기운이 담긴 투구입니다,,helmet,heavy_helmet,hero,6,heavy_helmet_6,,,6,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
heavy_helmet_7,치우의 투구,신 중의 신이라고 불리우는 치우의 기운이 담긴 투구입니다,,helmet,heavy_helmet,legend,7,heavy_helmet_7,,,7,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
light_armor_1,백원의 가죽 갑옷,아미산 흰 원숭이 가죽으로 만든 갑옷입니다,,armor,light_armor,trash,1,light_armor_1,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
light_armor_2,청랑의 가죽 갑옷,푸른 늑대의 가죽으로 만든 갑옷이라고 합니다,,armor,light_armor,normal,2,light_armor_2,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
light_armor_3,기린의 가죽 갑옷,신수 기린의 가죽으로 만든 갑옷이라고 합니다,,armor,light_armor,magic,3,light_armor_3,,,3,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
light_armor_4,사자의 가죽 갑옷,백수의 왕 사자의 가죽으로 만든 갑옷이라고 합니다,,armor,light_armor,rare,4,light_armor_4,,,4,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
light_armor_5,대붕의 가죽 갑옷,대붕의 가죽으로 만들고 깃털로 장식한 갑옷이라고 합니다,,armor,light_armor,unique,5,light_armor_5,,,5,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
light_armor_6,비호의 가죽 갑옷,비호의 가죽으로 만든 갑옷이라고 합니다,,armor,light_armor,hero,6,light_armor_6,,,6,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
light_armor_7,천룡의 가죽 갑옷,천룡의 가죽으로 만든 갑옷이라고합니다,,armor,light_armor,legend,7,light_armor_7,,,7,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
light_helmet_1,백원의 투구,아미파의 백원 검법을 창시한 백원의 기운을 담은 투구입니다,,helmet,light_helmet,trash,1,light_helmet_1,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
light_helmet_2,청랑의 투구,푸른 늑대의 혼이 담긴 투구라고 합니다,,helmet,light_helmet,normal,2,light_helmet_2,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
light_helmet_3,기린의 투구,신수 기린의 힘이 담긴 영험한 투구라고 합니다,,helmet,light_helmet,magic,3,light_helmet_3,,,3,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
light_helmet_4,사자의 투구,백수의 왕 사자의 기를 담아 만들어진 투구라고 합니다,,helmet,light_helmet,rare,4,light_helmet_4,,,4,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
light_helmet_5,대붕의 투구,대붕의 뼈로 만들고 깃털로 장식한 투구라고 합니다,,helmet,light_helmet,unique,5,light_helmet_5,,,5,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
light_helmet_6,비호의 투구,비호의 발톱을 갈아 날을 세우고 뼈를 담금질해 만든 투구라고 합니다,,helmet,light_helmet,hero,6,light_helmet_6,,,6,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
light_helmet_7,천룡의 투구,"천룡의 이빨로 날을, 비늘로 장식을, 뼈로 봉을 삼아 만든 투구라고합니다",,helmet,light_helmet,legend,7,light_helmet_7,,,7,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
cloth_1,평민의 의복,평민들이 주로 입고 다니는 평범한 의복입니다,,armor,cloth,trash,1,cloth_1,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
cloth_2,서생의 외투,등용을 준비하는 서생들이 주로 입고 다니는 외투입니다,,armor,cloth,normal,2,cloth_2,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
cloth_3,학사의 의복,등용에 성공한 하급관리들이주로 입는 의복입니다,,armor,cloth,magic,3,cloth_3,,,3,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
cloth_4,관리의 복장,관리로 뜻을 이룬 사람들이 주로 입는 옷입니다,,armor,cloth,rare,4,cloth_4,,,4,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
cloth_5,고관의 관의,고관으로 출세한 자들이 입는 관복입니다,,armor,cloth,unique,5,cloth_5,,,5,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
cloth_6,승상의 전의,일인지하 만인지상의 자리에 오른 사람의 옷입니다,,armor,cloth,hero,6,cloth_6,,,6,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
cloth_7,구석의 곤룡포,황제에게서 받은 구석 중 하나로 곤룡포입니다,,armor,cloth,legend,7,cloth_7,,,7,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
hat_1,평민의 두건,평민들이 주로 입고 다니는 평범한 두건입니다,,helmet,hat,trash,1,hat_1,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
hat_2,서생의 모자,등용을 준비하는 서생들이 주로 입고 다니는 모자입니다,,helmet,hat,normal,2,hat_2,,,0,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
hat_3,학사의 피변관,등용에 성공한 하급관리들이주로 입는 피변관입니다,,helmet,hat,magic,3,hat_3,,,3,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
hat_4,관리의 예모,관리로 뜻을 이룬 사람들이 주로 입는 예모입니다,,helmet,hat,rare,4,hat_4,,,4,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
hat_5,고관의 통천관,고관으로 출세한 자들이 입는 통천관입니다,,helmet,hat,unique,5,hat_5,,,5,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
hat_6,승상의 익선관,일인지하 만인지상의 자리에 오른 사람의 모자입니다,,helmet,hat,hero,6,hat_6,,,6,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
hat_7,구석의 면류관,황제에게서 받은 구석 중 하나로 면류관입니다,,helmet,hat,legend,7,hat_7,,,7,,999,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,
#glaive_2A,영광의 모두,백 번의 전투를 이겨낸 모의 머리부분입니다,,parts,,normal,2,glaive_2A,,,,10,999,,,1000,100,10,1,6,15,30,1000,,,,,,,,,,,,,
#glaive_3A,명예의 칼날,천 번의 전투를 승리한 장수의 명예를 담은 칼날입니다,,parts,,magic,3,glaive_3A,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#glaive_3B,명예의 봉,천번의 전투를 승리한 부대의 명예의 깃발을 날리던 봉입니다,,parts,,magic,3,glaive_3B,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#glaive_4A,광명의 원,광명의 기운을 담아 담금질된 극의 칼날입니다,,parts,,rare,4,glaive_4A,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#glaive_4B,광명의 창,광명의 기운을 담아 만들어 진 한철의 창입니다,,parts,,rare,4,glaive_4B,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#glaive_4C,광명의 준,광명의 기운을 담아 담금질된 한철의 준입니다,,parts,,rare,4,glaive_4C,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#glaive_5A,폭풍의 자,폭풍이 부는 날 바다에서 채취된 심해현철로 만들어진 방천극의 날입니다,,parts,,unique,5,glaive_5A,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#glaive_5B,폭풍의 창,폭풍이 부는 날 바닷가에서 담금질된 창입니다,,parts,,unique,5,glaive_5B,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#glaive_5C,폭풍의 월아,폭풍이 부는날 정련된 월아입니다,,parts,,unique,5,glaive_5C,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#glaive_6A,황룡의 월도,황룡의 뼈로 만들어진 월도의 날입니다,,parts,,hero,6,glaive_6A,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#glaive_6B,황룡의 봉,황룡의 뼈로 만들어 진 봉입니다,,parts,,hero,6,glaive_6B,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#glaive_6C,황룡의 영,황룡의 숨결과 피로 정련된 장식입니다,,parts,,hero,6,glaive_6C,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#glaive_7A,천신의 월도,신이 된 장수가 생전 가지고 다니던 월도의 칼날입니다,,parts,,legend,7,glaive_7A,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#glaive_7B,천신의 용두,신이 된 장수가 갑옷에 장식하던 용의 머리모양 장식품입니다,,parts,,legend,7,glaive_7B,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#glaive_7C,천신의 부적,신이 된 장수가 몸을 지키기 위해 품고 다녔던 부적입니다,,parts,,legend,7,glaive_7C,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#mighty_2A,전사의 철근,천 명의 적을 무찌르고 얻은 적의 무기를 녹여 만든 철근입니다  ,,parts,,normal,2,mighty_2A,,,,10,999,,,1000,100,10,1,6,15,30,1000,,,,,,,,,,,,,
#mighty_3A,장수의 철근,만 명의 적을 무찌르고 얻은 적의 무기를 녹여 만든 철근입니다,,parts,,magic,3,mighty_3A,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#mighty_3B,장수의 철쇄,만 명 중 백명의 장수를 무찌르고 얻은 장수의 무기를 녹여 만든 장식입니다,,parts,,magic,3,mighty_3B,,,,20,999,,,2500,250,25,3,15,38,75,2500,,,,,,,,,,,,,
#mighty_4A,장군의 낭아추,수 만의 적 부대를 무찌르고 얻은 장군들의 호신패를 녹여만든 낭아추입니다,,parts,,rare,4,mighty_4A,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#mighty_4B,장군의 봉,그동안 격파한 수많은 부대의 깃대를 녹여 만든 봉입니다,,parts,,rare,4,mighty_4B,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#mighty_4C,장군의 준,자신이 거느렸던 부대의 모든 깃대의 준을 녹여만든 준입니다,,parts,,rare,4,mighty_4C,,,,40,999,,,12500,1250,125,13,75,188,375,12500,,,,,,,,,,,,,
#mighty_5A,군주의 대부 날,부하들이 충성의 표시로 자신들의 무기를 녹여서 만들어준 도끼 날입니다,,parts,,unique,5,mighty_5A,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#mighty_5B,군주의 대부 봉,부하들이 충성의 표시로 자신의 방어구를 녹여서 만들어 준 도끼의 봉입니다,,parts,,unique,5,mighty_5B,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#mighty_5C,군주의 사자상,군주의 혼이 담긴 장식으로 군주의 인장을 겸합니다,,parts,,unique,5,mighty_5C,,,,80,999,,,75000,7500,750,75,450,1125,2250,75000,,,,,,,,,,,,,
#mighty_6A,열왕의 철추,한 나라를 다스리는 웅혼을 새겨 각 지역의 군주들이 만들어준 철추입니다,,parts,,hero,6,mighty_6A,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#mighty_6B,열왕의 지팡이,지역의 군주들이 충성의 표시로 각 군주의 인장을 지팡이에 낙인했습니다,,parts,,hero,6,mighty_6B,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#mighty_6C,열왕의 흘,열왕으로써 황제에게 하사받은 흘입니다,,parts,,hero,6,mighty_6C,,,,160,999,,,100000,10000,1000,450,2700,6750,13500,100000,,,,,,,,,,,,,
#mighty_7A,황제의 대부 날,황제의 기운을 담아 제련한 도끼의 날입니다,,parts,,legend,7,mighty_7A,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#mighty_7B,황제의 대부 손잡이,천하 팔방의 열왕들이 자신의 흘을 녹여 만들어 준 대부의 손잡이입니다,,parts,,legend,7,mighty_7B,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#mighty_7C,황제의 대부 장식,황제의 기운을 타고난 자에게 내려 온다는 장식으로 꾸며졌습니다,,parts,,legend,7,mighty_7C,,,,320,999,,,125000,12500,1250,2700,16200,40500,81000,125000,,,,,,,,,,,,,
#gauntlet_2A,야수의 권,야수의 힘이 담겨져 있다는 장갑입니다,,parts,,normal,2,gauntlet_2A,,,,10,999,,,1000,100,10,1,6,15,30,1000,,,,,,,,,,,,,
