id,parent,order,level,counter,condition,reward kingdom_point,reward exp,reward gold,reward cash,reward food,reward ladder_point,reward boss_point,reward crusade_point,reward items,google,google progress,gamecenter,option
!levelup-hero-2,levelup-hero,2,4,60,levelup-hero,20,,,10,,,,,,,0.1,,
!levelup-hero-3,levelup-hero,3,4,120,levelup-hero,30,,,10,,,,,,,0.15,,
!levelup-hero-4,levelup-hero,4,4,240,levelup-hero,40,,,10,,,,,,,0.3,,
!levelup-hero-5,levelup-hero,5,4,500,levelup-hero,50,,,10,,,,,,,0.6,,
!levelup-hero-6,levelup-hero,6,4,750,levelup-hero,60,,,10,,,,,,,0.75,,
!levelup-hero-7,levelup-hero,7,4,1000,levelup-hero,70,,,10,,,,,,,1,levelup1000,
!levelup-hero-8,levelup-hero,8,4,1500,levelup-hero,80,,,10,,,,,,,1,,
!levelup-hero-9,levelup-hero,9,4,2000,levelup-hero,90,,,10,,,,,,,1,,
!levelup-hero-10,levelup-hero,10,4,2500,levelup-hero,100,,,10,,,,,,,1,,
!levelup-hero-11,levelup-hero,11,4,3000,levelup-hero,110,,,10,,,,,,,1,,
!levelup-hero-12,levelup-hero,12,4,3500,levelup-hero,120,,,10,,,,,,,1,,
!levelup-hero-13,levelup-hero,13,4,4000,levelup-hero,130,,,10,,,,,,,1,,
!levelup-hero-14,levelup-hero,14,4,4500,levelup-hero,140,,,10,,,,,,,1,,
!levelup-hero-15,levelup-hero,15,4,5000,levelup-hero,150,,,10,,,,,,,1,,
!levelup-hero-16,levelup-hero,16,4,5500,levelup-hero,160,,,10,,,,,,,1,,
!levelup-hero-17,levelup-hero,17,4,6000,levelup-hero,170,,,10,,,,,,,1,,
!levelup-hero-18,levelup-hero,18,4,6500,levelup-hero,180,,,10,,,,,,,1,,
!levelup-hero-19,levelup-hero,19,4,7000,levelup-hero,190,,,10,,,,,,,1,,
!levelup-hero-20,levelup-hero,20,4,7500,levelup-hero,200,,,10,,,,,,,1,,
!levelup-hero-21,levelup-hero,21,4,8000,levelup-hero,210,,,10,,,,,,,1,,
!levelup-hero-22,levelup-hero,22,4,8500,levelup-hero,220,,,10,,,,,,,1,,
!levelup-hero-23,levelup-hero,23,4,9000,levelup-hero,230,,,10,,,,,,,1,,
!levelup-hero-24,levelup-hero,24,4,9500,levelup-hero,240,,,10,,,,,,,1,,
!levelup-hero-25,levelup-hero,25,4,10000,levelup-hero,250,,,10,,,,,,,1,,
!levelup-hero-26,levelup-hero,26,4,11000,levelup-hero,260,,,20,,,,,,,1,,
!levelup-hero-27,levelup-hero,27,4,12000,levelup-hero,270,,,20,,,,,,,1,,
!levelup-hero-28,levelup-hero,28,4,13000,levelup-hero,280,,,20,,,,,,,1,,
!levelup-hero-29,levelup-hero,29,4,14000,levelup-hero,290,,,20,,,,,,,1,,
!levelup-hero-30,levelup-hero,30,4,15000,levelup-hero,300,,,20,,,,,,,1,,
!levelup-hero-31,levelup-hero,31,4,16000,levelup-hero,310,,,20,,,,,,,1,,
!levelup-hero-32,levelup-hero,32,4,17000,levelup-hero,320,,,20,,,,,,,1,,
!levelup-hero-33,levelup-hero,33,4,18000,levelup-hero,330,,,20,,,,,,,1,,
!levelup-hero-34,levelup-hero,34,4,19000,levelup-hero,340,,,20,,,,,,,1,,
!levelup-hero-35,levelup-hero,35,4,20000,levelup-hero,350,,,20,,,,,,,1,,
!levelup-hero-36,levelup-hero,36,4,22000,levelup-hero,360,,,40,,,,,,,1,,
!levelup-hero-37,levelup-hero,37,4,24000,levelup-hero,370,,,40,,,,,,,1,,
!levelup-hero-38,levelup-hero,38,4,26000,levelup-hero,380,,,40,,,,,,,1,,
!levelup-hero-39,levelup-hero,39,4,28000,levelup-hero,390,,,40,,,,,,,1,,
!levelup-hero-40,levelup-hero,40,4,30000,levelup-hero,400,,,40,,,,,,,1,,
!levelup-hero-41,levelup-hero,41,4,32000,levelup-hero,410,,,40,,,,,,,1,,
!levelup-hero-42,levelup-hero,42,4,34000,levelup-hero,420,,,40,,,,,,,1,,
!levelup-hero-43,levelup-hero,43,4,36000,levelup-hero,430,,,40,,,,,,,1,,
!levelup-hero-44,levelup-hero,44,4,38000,levelup-hero,440,,,40,,,,,,,1,,
!levelup-hero-45,levelup-hero,45,4,40000,levelup-hero,450,,,40,,,,,,,1,,
!levelup-hero-46,levelup-hero,46,4,42000,levelup-hero,460,,,40,,,,,,,1,,
!levelup-hero-47,levelup-hero,47,4,44000,levelup-hero,470,,,40,,,,,,,1,,
!levelup-hero-48,levelup-hero,48,4,46000,levelup-hero,480,,,40,,,,,,,1,,
!levelup-hero-49,levelup-hero,49,4,48000,levelup-hero,490,,,40,,,,,,,1,,
!levelup-hero-50,levelup-hero,50,4,50000,levelup-hero,500,,,40,,,,,,,1,,
!enhanceup-hero-1,enhanceup-hero,1,4,10,enhanceup-hero,10,,,10,,,,,,,0.1,,
!enhanceup-hero-2,enhanceup-hero,2,4,50,enhanceup-hero,20,,,10,,,,,,,0.2,,
!enhanceup-hero-3,enhanceup-hero,3,4,100,enhanceup-hero,30,,,10,,,,,,,0.5,,
!enhanceup-hero-4,enhanceup-hero,4,4,250,enhanceup-hero,40,,,10,,,,,,,0.7,,
!enhanceup-hero-5,enhanceup-hero,5,4,500,enhanceup-hero,50,,,10,,,,,,,1,enhanceup500,
!enhanceup-hero-6,enhanceup-hero,6,4,750,enhanceup-hero,60,,,10,,,,,,,1,,
!enhanceup-hero-7,enhanceup-hero,7,4,1000,enhanceup-hero,70,,,10,,,,,,,1,,
!enhanceup-hero-8,enhanceup-hero,8,4,1500,enhanceup-hero,80,,,10,,,,,,,1,,
!enhanceup-hero-9,enhanceup-hero,9,4,2000,enhanceup-hero,90,,,10,,,,,,,1,,
!enhanceup-hero-10,enhanceup-hero,10,4,2500,enhanceup-hero,100,,,10,,,,,,,1,,
!enhanceup-hero-11,enhanceup-hero,11,4,3000,enhanceup-hero,110,,,10,,,,,,,1,,
!enhanceup-hero-12,enhanceup-hero,12,4,3500,enhanceup-hero,120,,,10,,,,,,,1,,
!enhanceup-hero-13,enhanceup-hero,13,4,4000,enhanceup-hero,130,,,10,,,,,,,1,,
!enhanceup-hero-14,enhanceup-hero,14,4,4500,enhanceup-hero,140,,,10,,,,,,,1,,
!enhanceup-hero-15,enhanceup-hero,15,4,5000,enhanceup-hero,150,,,10,,,,,,,1,,
!enhanceup-hero-16,enhanceup-hero,16,4,5500,enhanceup-hero,160,,,10,,,,,,,1,,
!enhanceup-hero-17,enhanceup-hero,17,4,6000,enhanceup-hero,170,,,10,,,,,,,1,,
!enhanceup-hero-18,enhanceup-hero,18,4,6500,enhanceup-hero,180,,,10,,,,,,,1,,
!enhanceup-hero-19,enhanceup-hero,19,4,7000,enhanceup-hero,190,,,10,,,,,,,1,,
!enhanceup-hero-20,enhanceup-hero,20,4,7500,enhanceup-hero,200,,,10,,,,,,,1,,
!enhanceup-hero-21,enhanceup-hero,21,4,8000,enhanceup-hero,210,,,10,,,,,,,1,,
!enhanceup-hero-22,enhanceup-hero,22,4,8500,enhanceup-hero,220,,,10,,,,,,,1,,
!enhanceup-hero-23,enhanceup-hero,23,4,9000,enhanceup-hero,230,,,10,,,,,,,1,,
!enhanceup-hero-24,enhanceup-hero,24,4,9500,enhanceup-hero,240,,,10,,,,,,,1,,
!enhanceup-hero-25,enhanceup-hero,25,4,10000,enhanceup-hero,250,,,10,,,,,,,1,,
!gradeup-hero-1,gradeup-hero,1,4,1,gradeup-hero,10,,,10,,,,,,,0,,
!gradeup-hero-2,gradeup-hero,2,4,5,gradeup-hero,20,,,10,,,,,,,0.05,,
!gradeup-hero-3,gradeup-hero,3,4,10,gradeup-hero,30,,,10,,,,,,,0.1,,
!gradeup-hero-4,gradeup-hero,4,4,25,gradeup-hero,40,,,10,,,,,,,0.25,,
!gradeup-hero-5,gradeup-hero,5,4,50,gradeup-hero,50,,,10,,,,,,,0.5,,
!gradeup-hero-6,gradeup-hero,6,4,75,gradeup-hero,60,,,10,,,,,,,0.75,,
!gradeup-hero-7,gradeup-hero,7,4,100,gradeup-hero,70,,,10,,,,,,,1,gradeup100,
!gradeup-hero-8,gradeup-hero,8,4,150,gradeup-hero,80,,,10,,,,,,,1,,
!gradeup-hero-9,gradeup-hero,9,4,200,gradeup-hero,90,,,10,,,,,,,1,,
!gradeup-hero-10,gradeup-hero,10,4,250,gradeup-hero,100,,,10,,,,,,,1,,
!gradeup-hero-11,gradeup-hero,11,4,300,gradeup-hero,110,,,10,,,,,,,1,,
!gradeup-hero-12,gradeup-hero,12,4,350,gradeup-hero,120,,,10,,,,,,,1,,
!gradeup-hero-13,gradeup-hero,13,4,400,gradeup-hero,130,,,10,,,,,,,1,,
!gradeup-hero-14,gradeup-hero,14,4,450,gradeup-hero,140,,,10,,,,,,,1,,
!gradeup-hero-15,gradeup-hero,15,4,500,gradeup-hero,150,,,10,,,,,,,1,,
!gradeup-hero-16,gradeup-hero,16,4,550,gradeup-hero,160,,,10,,,,,,,1,,
!gradeup-hero-17,gradeup-hero,17,4,600,gradeup-hero,170,,,10,,,,,,,1,,
!gradeup-hero-18,gradeup-hero,18,4,650,gradeup-hero,180,,,10,,,,,,,1,,
!gradeup-hero-19,gradeup-hero,19,4,700,gradeup-hero,190,,,10,,,,,,,1,,
!gradeup-hero-20,gradeup-hero,20,4,750,gradeup-hero,200,,,10,,,,,,,1,,
!gradeup-hero-21,gradeup-hero,21,4,800,gradeup-hero,210,,,10,,,,,,,1,,
!gradeup-hero-22,gradeup-hero,22,4,850,gradeup-hero,220,,,10,,,,,,,1,,
!gradeup-hero-23,gradeup-hero,23,4,900,gradeup-hero,230,,,10,,,,,,,1,,
!gradeup-hero-24,gradeup-hero,24,4,950,gradeup-hero,240,,,10,,,,,,,1,,
!gradeup-hero-25,gradeup-hero,25,4,1000,gradeup-hero,250,,,10,,,,,,,1,,
!transcend-hero-1,transcend-hero,1,4,1,transcend-hero,10,,,10,,,,,,,0,,
!transcend-hero-2,transcend-hero,2,4,5,transcend-hero,20,,,10,,,,,,,0.2,,
!transcend-hero-3,transcend-hero,3,4,10,transcend-hero,30,,,10,,,,,,,0.2,,
!transcend-hero-4,transcend-hero,4,4,25,transcend-hero,40,,,10,,,,,,,0.5,,
!transcend-hero-5,transcend-hero,5,4,50,transcend-hero,50,,,10,,,,,,,1,transcend50,
!transcend-hero-6,transcend-hero,6,4,75,transcend-hero,60,,,10,,,,,,,1,,
!transcend-hero-7,transcend-hero,7,4,100,transcend-hero,70,,,10,,,,,,,1,,
!transcend-hero-8,transcend-hero,8,4,150,transcend-hero,80,,,10,,,,,,,1,,
!transcend-hero-9,transcend-hero,9,4,200,transcend-hero,90,,,10,,,,,,,1,,
!transcend-hero-10,transcend-hero,10,4,250,transcend-hero,100,,,10,,,,,,,1,,
!transcend-hero-11,transcend-hero,11,4,300,transcend-hero,110,,,10,,,,,,,1,,
!transcend-hero-12,transcend-hero,12,4,350,transcend-hero,120,,,10,,,,,,,1,,
!transcend-hero-13,transcend-hero,13,4,400,transcend-hero,130,,,10,,,,,,,1,,
!transcend-hero-14,transcend-hero,14,4,450,transcend-hero,140,,,10,,,,,,,1,,
!transcend-hero-15,transcend-hero,15,4,500,transcend-hero,150,,,10,,,,,,,1,,
!transcend-hero-16,transcend-hero,16,4,550,transcend-hero,160,,,10,,,,,,,1,,
!transcend-hero-17,transcend-hero,17,4,600,transcend-hero,170,,,10,,,,,,,1,,
!transcend-hero-18,transcend-hero,18,4,650,transcend-hero,180,,,10,,,,,,,1,,
!transcend-hero-19,transcend-hero,19,4,700,transcend-hero,190,,,10,,,,,,,1,,
!transcend-hero-20,transcend-hero,20,4,750,transcend-hero,200,,,10,,,,,,,1,,
!transcend-hero-21,transcend-hero,21,4,800,transcend-hero,210,,,10,,,,,,,1,,
!transcend-hero-22,transcend-hero,22,4,850,transcend-hero,220,,,10,,,,,,,1,,
!transcend-hero-23,transcend-hero,23,4,900,transcend-hero,230,,,10,,,,,,,1,,
!transcend-hero-24,transcend-hero,24,4,950,transcend-hero,240,,,10,,,,,,,1,,
!transcend-hero-25,transcend-hero,25,4,1000,transcend-hero,250,,,10,,,,,,,1,,
!transcend-hero-26,transcend-hero,26,4,1100,transcend-hero,260,,,20,,,,,,,1,,
!transcend-hero-27,transcend-hero,27,4,1200,transcend-hero,270,,,20,,,,,,,1,,
!transcend-hero-28,transcend-hero,28,4,1300,transcend-hero,280,,,20,,,,,,,1,,
!transcend-hero-29,transcend-hero,29,4,1400,transcend-hero,290,,,20,,,,,,,1,,
!transcend-hero-30,transcend-hero,30,4,1500,transcend-hero,300,,,20,,,,,,,1,,
!transcend-hero-31,transcend-hero,31,4,1600,transcend-hero,310,,,20,,,,,,,1,,
!transcend-hero-32,transcend-hero,32,4,1700,transcend-hero,320,,,20,,,,,,,1,,
!transcend-hero-33,transcend-hero,33,4,1800,transcend-hero,330,,,20,,,,,,,1,,
!transcend-hero-34,transcend-hero,34,4,1900,transcend-hero,340,,,20,,,,,,,1,,
!transcend-hero-35,transcend-hero,35,4,2000,transcend-hero,350,,,20,,,,,,,1,,
!fusion-hero-1,fusion-hero,1,4,1,fusion-hero,10,,,50,,,,,,,,,
!fusion-hero-2,fusion-hero,2,4,5,fusion-hero,20,,,50,,,,,,,,,
!fusion-hero-3,fusion-hero,3,4,10,fusion-hero,30,,,100,,,,,,,,,
!fusion-hero-4,fusion-hero,4,4,15,fusion-hero,40,,,100,,,,,,,,,
!fusion-hero-5,fusion-hero,5,4,20,fusion-hero,50,,,150,,,,,,,,,
!fusion-hero-6,fusion-hero,6,4,30,fusion-hero,60,,,150,,,,,,,,,
!fusion-hero-7,fusion-hero,7,4,40,fusion-hero,70,,,200,,,,,,,,,
!fusion-hero-8,fusion-hero,8,4,50,fusion-hero,80,,,200,,,,,,,,,
!fusion-hero-9,fusion-hero,9,4,65,fusion-hero,90,,,250,,,,,,,,,
!fusion-hero-10,fusion-hero,10,4,80,fusion-hero,100,,,250,,,,,,,,,
!fusion-hero-11,fusion-hero,11,4,100,fusion-hero,110,,,300,,,,,,,,,
!fusion-hero-12,fusion-hero,12,4,120,fusion-hero,120,,,300,,,,,,,,,
!fusion-hero-13,fusion-hero,13,4,140,fusion-hero,130,,,300,,,,,,,,,
!fusion-hero-14,fusion-hero,14,4,160,fusion-hero,140,,,300,,,,,,,,,
!fusion-hero-15,fusion-hero,15,4,180,fusion-hero,150,,,300,,,,,,,,,
!fusion-hero-16,fusion-hero,16,4,200,fusion-hero,160,,,300,,,,,,,,,
!fusion-hero-17,fusion-hero,17,4,225,fusion-hero,170,,,300,,,,,,,,,
!fusion-hero-18,fusion-hero,18,4,250,fusion-hero,180,,,300,,,,,,,,,
!fusion-hero-19,fusion-hero,19,4,275,fusion-hero,190,,,300,,,,,,,,,
!fusion-hero-20,fusion-hero,20,4,300,fusion-hero,200,,,300,,,,,,,,,
!levelup-relic-1,levelup-relic,1,4,1,levelup-relic,10,,,10,,,,,,,,,
!levelup-relic-2,levelup-relic,2,4,5,levelup-relic,20,,,20,,,,,,,,,
!levelup-relic-3,levelup-relic,3,4,10,levelup-relic,30,,,30,,,,,,,,,
!levelup-relic-4,levelup-relic,4,4,15,levelup-relic,40,,,40,,,,,,,,,
!levelup-relic-5,levelup-relic,5,4,20,levelup-relic,50,,,50,,,,,,,,,
!levelup-relic-6,levelup-relic,6,4,30,levelup-relic,60,,,60,,,,,,,,,
!levelup-relic-7,levelup-relic,7,4,40,levelup-relic,70,,,70,,,,,,,,,
!levelup-relic-8,levelup-relic,8,4,50,levelup-relic,80,,,80,,,,,,,,,
!levelup-relic-9,levelup-relic,9,4,65,levelup-relic,90,,,90,,,,,,,,,
!levelup-relic-10,levelup-relic,10,4,80,levelup-relic,100,,,100,,,,,,,,,
!levelup-relic-11,levelup-relic,11,4,100,levelup-relic,110,,,110,,,,,,,,,
!levelup-relic-12,levelup-relic,12,4,120,levelup-relic,120,,,120,,,,,,,,,
!levelup-relic-13,levelup-relic,13,4,140,levelup-relic,130,,,130,,,,,,,,,
!levelup-relic-14,levelup-relic,14,4,160,levelup-relic,140,,,140,,,,,,,,,
!levelup-relic-15,levelup-relic,15,4,180,levelup-relic,150,,,150,,,,,,,,,
!levelup-relic-16,levelup-relic,16,4,200,levelup-relic,160,,,160,,,,,,,,,
!levelup-relic-17,levelup-relic,17,4,225,levelup-relic,170,,,170,,,,,,,,,
!levelup-relic-18,levelup-relic,18,4,250,levelup-relic,180,,,180,,,,,,,,,
!levelup-relic-19,levelup-relic,19,4,275,levelup-relic,190,,,190,,,,,,,,,
!levelup-relic-20,levelup-relic,20,4,300,levelup-relic,200,,,200,,,,,,,,,
!train-hero-1,train-hero,1,20,1,train-hero,10,,,10,,,,,,,,,
!train-hero-2,train-hero,2,20,5,train-hero,20,,,10,,,,,,,,,
!train-hero-3,train-hero,3,20,10,train-hero,30,,,10,,,,,,,,,
!train-hero-4,train-hero,4,20,25,train-hero,40,,,10,,,,,,,,,
!train-hero-5,train-hero,5,20,50,train-hero,50,,,10,,,,,,,,,
!train-hero-6,train-hero,6,20,75,train-hero,60,,,10,,,,,,,,,
!train-hero-7,train-hero,7,20,100,train-hero,70,,,10,,,,,,,,,
!train-hero-8,train-hero,8,20,150,train-hero,80,,,10,,,,,,,,,
!train-hero-9,train-hero,9,20,200,train-hero,90,,,10,,,,,,,,,
!train-hero-10,train-hero,10,20,250,train-hero,100,,,10,,,,,,,,,
!train-hero-11,train-hero,11,20,300,train-hero,110,,,10,,,,,,,,,
!train-hero-12,train-hero,12,20,350,train-hero,120,,,10,,,,,,,,,
!train-hero-13,train-hero,13,20,400,train-hero,130,,,10,,,,,,,,,
!train-hero-14,train-hero,14,20,450,train-hero,140,,,10,,,,,,,,,
!train-hero-15,train-hero,15,20,500,train-hero,150,,,10,,,,,,,,,
!train-hero-16,train-hero,16,20,550,train-hero,160,,,10,,,,,,,,,
!train-hero-17,train-hero,17,20,600,train-hero,170,,,10,,,,,,,,,
!train-hero-18,train-hero,18,20,650,train-hero,180,,,10,,,,,,,,,
!train-hero-19,train-hero,19,20,700,train-hero,190,,,10,,,,,,,,,
!train-hero-20,train-hero,20,20,750,train-hero,200,,,10,,,,,,,,,
!train-hero-21,train-hero,21,20,800,train-hero,210,,,10,,,,,,,,,
!train-hero-22,train-hero,22,20,850,train-hero,220,,,10,,,,,,,,,
!train-hero-23,train-hero,23,20,900,train-hero,230,,,10,,,,,,,,,
!train-hero-24,train-hero,24,20,950,train-hero,240,,,10,,,,,,,,,
!train-hero-25,train-hero,25,20,1000,train-hero,250,,,10,,,,,,,,,
!collect-hero-1,collect-hero,1,1,25,collect-hero,30,,,25,,,,,,,,,
!collect-hero-2,collect-hero,2,1,50,collect-hero,50,,,50,,,,,,,,,
!collect-hero-3,collect-hero,3,1,75,collect-hero,80,,,75,,,,,,,,,
!collect-hero-4,collect-hero,4,1,100,collect-hero,100,,,100,,,,,,,,,
!collect-hero-5,collect-hero,5,1,125,collect-hero,130,,,125,,,,,,,,,
!collect-hero-6,collect-hero,6,1,150,collect-hero,150,,,150,,,,,,,,,
!collect-hero-7,collect-hero,7,1,175,collect-hero,180,,,175,,,,,,,,,
!collect-hero-8,collect-hero,8,1,200,collect-hero,200,,,200,,,,,,,,,
!collect-hero-9,collect-hero,9,1,225,collect-hero,230,,,225,,,,,,,,,
!collect-hero-10,collect-hero,10,1,250,collect-hero,250,,,250,,,,,,,,,
!collect-hero-11,collect-hero,11,1,275,collect-hero,280,,,275,,,,,,,,,
!collect-hero-12,collect-hero,12,1,300,collect-hero,300,,,300,,,,,,,,,
!collect-hero-13,collect-hero,13,1,325,collect-hero,330,,,325,,,,,,,,,
!collect-hero-14,collect-hero,14,1,350,collect-hero,350,,,350,,,,,,,,,
!open-party-item-1,open-party-item,1,4,10,open-party-item,10,,,10,,,,,,,,,
!open-party-item-2,open-party-item,2,4,50,open-party-item,20,,,10,,,,,,,,,
!open-party-item-3,open-party-item,3,4,100,open-party-item,30,,,10,,,,,,,,,
!open-party-item-4,open-party-item,4,4,250,open-party-item,40,,,10,,,,,,,,,
!open-party-item-5,open-party-item,5,4,500,open-party-item,50,,,10,,,,,,,,,
!open-party-item-6,open-party-item,6,4,750,open-party-item,60,,,10,,,,,,,,,
!open-party-item-7,open-party-item,7,4,1000,open-party-item,70,,,10,,,,,,,,,
!open-party-item-8,open-party-item,8,4,1500,open-party-item,80,,,10,,,,,,,,,
!open-party-item-9,open-party-item,9,4,2000,open-party-item,90,,,10,,,,,,,,,
!open-party-item-10,open-party-item,10,4,2500,open-party-item,100,,,10,,,,,,,,,
!open-party-item-11,open-party-item,11,4,3000,open-party-item,110,,,10,,,,,,,,,
!open-party-item-12,open-party-item,12,4,3500,open-party-item,120,,,10,,,,,,,,,
!open-party-item-13,open-party-item,13,4,4000,open-party-item,130,,,10,,,,,,,,,
!open-party-item-14,open-party-item,14,4,4500,open-party-item,140,,,10,,,,,,,,,
!open-party-item-15,open-party-item,15,4,5000,open-party-item,150,,,10,,,,,,,,,
!open-party-item-16,open-party-item,16,4,5500,open-party-item,160,,,10,,,,,,,,,
!open-party-item-17,open-party-item,17,4,6000,open-party-item,170,,,10,,,,,,,,,
!open-party-item-18,open-party-item,18,4,6500,open-party-item,180,,,10,,,,,,,,,
!open-party-item-19,open-party-item,19,4,7000,open-party-item,190,,,10,,,,,,,,,
!open-party-item-20,open-party-item,20,4,7500,open-party-item,200,,,10,,,,,,,,,
!open-party-item-21,open-party-item,21,4,8000,open-party-item,210,,,10,,,,,,,,,
!open-party-item-22,open-party-item,22,4,8500,open-party-item,220,,,10,,,,,,,,,
!open-party-item-23,open-party-item,23,4,9000,open-party-item,230,,,10,,,,,,,,,
!open-party-item-24,open-party-item,24,4,9500,open-party-item,240,,,10,,,,,,,,,
!open-party-item-25,open-party-item,25,4,10000,open-party-item,250,,,10,,,,,,,,,
!open-party-item-26,open-party-item,26,4,11000,open-party-item,260,,,20,,,,,,,,,
!open-party-item-27,open-party-item,27,4,12000,open-party-item,270,,,20,,,,,,,,,
!open-party-item-28,open-party-item,28,4,13000,open-party-item,280,,,20,,,,,,,,,
!open-party-item-29,open-party-item,29,4,14000,open-party-item,290,,,20,,,,,,,,,
!open-party-item-30,open-party-item,30,4,15000,open-party-item,300,,,20,,,,,,,,,
!open-party-item-31,open-party-item,31,4,16000,open-party-item,310,,,20,,,,,,,,,
!open-party-item-32,open-party-item,32,4,17000,open-party-item,320,,,20,,,,,,,,,
!open-party-item-33,open-party-item,33,4,18000,open-party-item,330,,,20,,,,,,,,,
!open-party-item-34,open-party-item,34,4,19000,open-party-item,340,,,20,,,,,,,,,
!open-party-item-35,open-party-item,35,4,20000,open-party-item,350,,,20,,,,,,,,,
!open-party-hero-1,open-party-hero,1,4,10,open-party-hero,10,,,10,,,,,,,0.33,,
!open-party-hero-2,open-party-hero,2,4,50,open-party-hero,20,,,10,,,,,,,0.66,,
!open-party-hero-3,open-party-hero,3,4,100,open-party-hero,30,,,10,,,,,,,1,,
!open-party-hero-4,open-party-hero,4,4,250,open-party-hero,40,,,10,,,,,,,1,,
!open-party-hero-5,open-party-hero,5,4,500,open-party-hero,50,,,10,,,,,,,1,,
!open-party-hero-6,open-party-hero,6,4,750,open-party-hero,60,,,10,,,,,,,1,,
!open-party-hero-7,open-party-hero,7,4,1000,open-party-hero,70,,,10,,,,,,,1,party1000,
!open-party-hero-8,open-party-hero,8,4,1500,open-party-hero,80,,,10,,,,,,,1,,
!open-party-hero-9,open-party-hero,9,4,2000,open-party-hero,90,,,10,,,,,,,1,,
!open-party-hero-10,open-party-hero,10,4,2500,open-party-hero,100,,,10,,,,,,,1,,
!open-party-hero-11,open-party-hero,11,4,3000,open-party-hero,110,,,10,,,,,,,1,,
!open-party-hero-12,open-party-hero,12,4,3500,open-party-hero,120,,,10,,,,,,,1,,
!open-party-hero-13,open-party-hero,13,4,4000,open-party-hero,130,,,10,,,,,,,1,,
!open-party-hero-14,open-party-hero,14,4,4500,open-party-hero,140,,,10,,,,,,,1,,
!open-party-hero-15,open-party-hero,15,4,5000,open-party-hero,150,,,10,,,,,,,1,,
!open-party-hero-16,open-party-hero,16,4,5500,open-party-hero,160,,,10,,,,,,,1,,
!open-party-hero-17,open-party-hero,17,4,6000,open-party-hero,170,,,10,,,,,,,1,,
!open-party-hero-18,open-party-hero,18,4,6500,open-party-hero,180,,,10,,,,,,,1,,
!open-party-hero-19,open-party-hero,19,4,7000,open-party-hero,190,,,10,,,,,,,1,,
!open-party-hero-20,open-party-hero,20,4,7500,open-party-hero,200,,,10,,,,,,,1,,
!open-party-hero-21,open-party-hero,21,4,8000,open-party-hero,210,,,10,,,,,,,1,,
!open-party-hero-22,open-party-hero,22,4,8500,open-party-hero,220,,,10,,,,,,,1,,
!open-party-hero-23,open-party-hero,23,4,9000,open-party-hero,230,,,10,,,,,,,1,,
!open-party-hero-24,open-party-hero,24,4,9500,open-party-hero,240,,,10,,,,,,,1,,
!open-party-hero-25,open-party-hero,25,4,10000,open-party-hero,250,,,10,,,,,,,1,,
!open-party-hero-26,open-party-hero,26,4,11000,open-party-hero,260,,,20,,,,,,,1,,
!open-party-hero-27,open-party-hero,27,4,12000,open-party-hero,270,,,20,,,,,,,1,,
!open-party-hero-28,open-party-hero,28,4,13000,open-party-hero,280,,,20,,,,,,,1,,
!open-party-hero-29,open-party-hero,29,4,14000,open-party-hero,290,,,20,,,,,,,1,,
!open-party-hero-30,open-party-hero,30,4,15000,open-party-hero,300,,,20,,,,,,,1,,
!open-party-hero-31,open-party-hero,31,4,16000,open-party-hero,310,,,20,,,,,,,1,,
!open-party-hero-32,open-party-hero,32,4,17000,open-party-hero,320,,,20,,,,,,,1,,
!open-party-hero-33,open-party-hero,33,4,18000,open-party-hero,330,,,20,,,,,,,1,,
!open-party-hero-34,open-party-hero,34,4,19000,open-party-hero,340,,,20,,,,,,,1,,
!open-party-hero-35,open-party-hero,35,4,20000,open-party-hero,350,,,20,,,,,,,1,,
!awaken-hero-1,awaken-hero,1,50,1,awaken-hero,10,,,100,,,,,,,,,
!awaken-hero-2,awaken-hero,2,50,2,awaken-hero,20,,,150,,,,,,,,,
!awaken-hero-3,awaken-hero,3,50,3,awaken-hero,30,,,200,,,,,,,,,
!awaken-hero-4,awaken-hero,4,50,5,awaken-hero,40,,,250,,,,,,,,,
!awaken-hero-5,awaken-hero,5,50,7,awaken-hero,50,,,300,,,,,,,,,
!awaken-hero-6,awaken-hero,6,50,9,awaken-hero,60,,,350,,,,,,,,,
!awaken-hero-7,awaken-hero,7,50,11,awaken-hero,70,,,400,,,,,,,,,
!awaken-hero-8,awaken-hero,8,50,13,awaken-hero,80,,,450,,,,,,,,,
!awaken-hero-9,awaken-hero,9,50,15,awaken-hero,90,,,500,,,,,,,,,
!awaken-hero-10,awaken-hero,10,50,17,awaken-hero,100,,,550,,,,,,,,,
!awaken-hero-11,awaken-hero,11,50,20,awaken-hero,110,,,600,,,,,,,,,
!extract-hero-1,extract-hero,1,50,1,extract-hero,10,,,10,,,,,,,,,
!extract-hero-2,extract-hero,2,50,5,extract-hero,20,,,20,,,,,,,,,
!extract-hero-3,extract-hero,3,50,10,extract-hero,30,,,30,,,,,,,,,
!extract-hero-4,extract-hero,4,50,15,extract-hero,40,,,40,,,,,,,,,
!extract-hero-5,extract-hero,5,50,20,extract-hero,50,,,50,,,,,,,,,
!extract-hero-6,extract-hero,6,50,30,extract-hero,60,,,60,,,,,,,,,
!extract-hero-7,extract-hero,7,50,40,extract-hero,70,,,70,,,,,,,,,
!extract-hero-8,extract-hero,8,50,50,extract-hero,80,,,80,,,,,,,,,
!extract-hero-9,extract-hero,9,50,65,extract-hero,90,,,90,,,,,,,,,
